"","Genedataset1.FC","Genedataset1.FDR","Genedataset2.FC","Genedataset2.FDR","Genedataset3.FC","Genedataset3.FDR","Genedataset4.FC","Genedataset4.FDR","Count"
"ACTR5","0.708797530819837","0.00151901427222124","1.1541120802138","0.637640016213993","no value","no value","0.989832622402755","0.532547127229884",-1
"ACTR6","0.522924410875485","0.00094886679213754","Inf","0.063697325628051","no value","no value","1.05875010557894","0.175338998603506",0
"ACTR8","no value","no value","no value","no value","no value","no value","1.11378415467067","0.0317272512845809",1
"ACTRT1","0.838171119164335","0.17953423955505","no value","no value","no value","no value","no value","no value",0
"ACVR1","1.28455974907705","0.381621682154504","no value","no value","1.41136551179658","0.160950852008539","2.52191130451747","1.92371624969913e-05",1
"ACVR1B","0.455525378790519","0.000598757476289012","Inf","0.000664556212625451","1.25746090638348","0.627986989779577","0.489819139736016","6.03294591427962e-09",-1
"ACVR1C","0.298663693470578","1.71964545572103e-07","0.267463023079966","0.362393777963295","0.670363753467758","0.038493230983064","1.37642626495345","0.181651849521855",-2
"ACVR2A","0.639231472361701","0.000581845056137943","0.716612873590377","0.763642308207953","no value","no value","0.896319798216588","0.333295910433817",-1
"ACVR2B","0.491570166711479","0.00918997232946756","2.25004667718975","0.283291653010203","0.886285831720188","0.652810010829487","no value","no value",-1
"ACVRL1","0.422411678275758","0.235456558790191","Inf","0.0238699807309005","no value","no value","1.25957765805199","0.00541733496848507",2
"ACY1","0.636203208229692","0.00651730900857346","0.8081801619098","3.68424048129891e-13","no value","no value","0.946277019347446","0.0559032790745849",-3
"ACY3","0.257938404707592","5.11630582809151e-12","0.34092510819483","2.25590146985624e-05","no value","no value","0.55491215370608","1.64620921006727e-06",-3
"ACYP1","0.675056311799392","0.00483272044441012","2.00740867562989","0.644901809836648","no value","no value","0.974079387620954","0.366657044086478",-1
"ACYP2","0.636582617760368","0.00806638373599009","no value","no value","no value","no value","1.00007223761822","0.594926020108647",-1
"AD031","1.071590975526","0.234703971961398","no value","no value","no value","no value","no value","no value",0
"ADA","0.483903640128432","0.000325376300555885","0.567006360474587","0.0105045210137421","no value","no value","0.827087661158016","0.0315364348593459",-3
"ADAD2","no value","no value","no value","no value","no value","no value","0.721529091042518","1.26953875931869e-06",-1
"ADAL","no value","no value","no value","no value","no value","no value","1.63658354131569","0.040257832902221",1
"ADAM10","0.551618544541857","0.00194217051589984","no value","no value","no value","no value","0.614455666435265","4.06149235101255e-05",-2
"ADAM11","0.319936092792739","1.54389730955024e-05","0.455816945308982","0.000361524551551558","no value","no value","1.33472939097075","0.702161292979513",-2
"ADAM12","0.417882038149018","0.0490872583490895","0.757255598047387","0.0496042452379617","no value","no value","0.945016057062728","0.275377862131647",-2
"ADAM15","0.374672098822543","0.00187737726593801","1.18336874113012","0.870020729567131","no value","no value","0.981094517802359","0.0407627718009115",-2
"ADAM17","0.550502320886654","8.61206411339054e-05","1.49239309123263","0.282211615562219","no value","no value","0.9727514417974","0.0125999967585542",-2
"ADAM18","0.997122699871959","0.956467656086065","0.913356124685687","0.0171965012568573","no value","no value","no value","no value",-1
"ADAM19","0.648268649543879","0.0306109230386446","1.42298210966679","0.299125342752601","no value","no value","2.3085020382588","3.51094565285e-06",0
"ADAM2","0.82645973138961","0.00193309578999078","0.742226034219998","5.17164467236257e-06","no value","no value","no value","no value",-2
"ADAM20","no value","no value","no value","no value","no value","no value","0.899841052996101","0.049076040160606",-1
"ADAM21","0.658844611433002","0.000726693981277762","0.512481304053131","5.94141659759207e-06","no value","no value","0.688096183835085","4.86051306499256e-06",-3
"ADAM21P1","no value","no value","no value","no value","no value","no value","0.687266558174362","2.36750416324378e-06",-1
"ADAM22","0.704328529231791","3.9067199197993e-05","Inf","0.0190358609491306","no value","no value","1.06416665307944","0.906705991283542",0
"ADAM23","0.423697776492149","9.90464993313243e-05","3.83732132677246","0.0234343709236026","no value","no value","1.0809581953151","0.950977496823337",0
"ADAM28","no value","no value","no value","no value","no value","no value","0.878606957838309","0.036851139628879",-1
"ADAM29","0.559031107059314","3.33411082324272e-05","no value","no value","no value","no value","0.824821351938286","0.000348244736871095",-2
"ADAM30","0.771436828247789","0.079061324584643","0.739152643930196","0.0262125756631587","no value","no value","no value","no value",-2
"ADAM32","no value","no value","no value","no value","no value","no value","1.52964420527619","0.000422992565239981",1
"ADAM33","0.294178294121308","0.0175274788755258","1.08735543579962","0.488647519627432","no value","no value","1.64752322243391","0.00248709403068364",0
"ADAM6","no value","no value","no value","no value","no value","no value","0.816754943527349","1.65996075514693e-06",-1
"ADAM7","0.576270663860826","9.66055975697848e-06","no value","no value","no value","no value","no value","no value",-1
"ADAM8","1.28856822396392","0.66313611801471","18.773213726086","0.00264350896485399","no value","no value","0.904108344848128","0.0374731047054092",0
"ADAMDEC1","0.874496706734193","0.182107432916552","no value","no value","no value","no value","0.848383173322823","0.000802961302020753",-1
"ADAMTS1","0.421780304219121","0.0127862180388311","4.16097175849683","0.00055721312475664","no value","no value","1.23601127020315","0.00160647121668369",1
"ADAMTS10","1.00007725368616","0.999497612544513","17.5467488132574","2.10366966066774e-06","no value","no value","1.6510815692623","0.00129559069840916",2
"ADAMTS12","no value","no value","no value","no value","2.15399549823849","0.0711175505035256","1.55987468643315","0.00392088091839613",2
"ADAMTS13","0.667308209822494","0.0437147057005885","0.713397078328662","0.0262957151010245","no value","no value","no value","no value",-2
"ADAMTS14","0.646057281563054","0.00269652293330452","0.612481763889209","9.86559437276137e-18","no value","no value","0.968675334168058","0.45793645361089",-2
"ADAMTS15","0.572401820857493","0.00367622559987965","4.74438564059292","2.16479115704484e-05","no value","no value","2.92704438974324","7.66095658581299e-05",1
"ADAMTS16","no value","no value","no value","no value","no value","no value","1.31848204162265","0.000187353013228118",1
"ADAMTS17","0.338017443038022","0.000169790574666651","0.543771804513447","0.000290644875801392","no value","no value","1.05680768376097","0.73002522574737",-2
"ADAMTS18","2.9000353005811","0.0277500214274244","109.277988177895","2.11565234838521e-27","no value","no value","2.23695572311806","7.33265399298437e-06",3
"ADAMTS19","0.462396698788116","5.37697698471414e-06","0.936702795644072","0.656223604916573","no value","no value","0.939656197434171","0.209475519666557",-1
"ADAMTS2","0.605170413095264","0.0553493589996873","Inf","9.30050291104766e-05","no value","no value","1.13503879681319","0.00192424682126891",1
"ADAMTS20","no value","no value","no value","no value","no value","no value","2.50799318322018","8.41994413677981e-08",1
"ADAMTS3","0.747603802192266","0.338616993876657","4.65218159554913","2.71995032353354e-05","no value","no value","2.25915228929967","0.00175705692965797",2
"ADAMTS4","1.19825118508049","0.111344933745431","1.03078486301943","0.352207594915664","no value","no value","1.52512893071605","5.91435651968686e-07",1
"ADAMTS5","2.29988546372865","0.190083422632039","8.35389724795116","1.10089869044779e-09","no value","no value","1.75914405923222","7.07169945558206e-05",2
"ADAMTS6","0.459969544118185","0.000297382975586856","1.92457304336052","0.470641489127152","no value","no value","1.06769165445976","0.42217347641931",-1
"ADAMTS7","0.712889134240605","0.00158725368942876","1.3866188928909","0.429579370415256","no value","no value","1.18700232984365","0.142970920018605",-1
"ADAMTS8","0.454138406650584","5.83914283487311e-06","0.51709207527696","4.42378526614148e-09","no value","no value","1.84704434753313","0.00593134809231977",-1
"ADAMTS9","0.634648840768268","0.000159744429200504","8.29810840532336","3.16766002983343e-05","no value","no value","2.50841889839188","0.001443855580619",1
"ADAMTSL1","3.05373533850279","3.83718994743486e-07","2.64505138735625","0.00825991444672326","no value","no value","4.65488254811699","0.0017518728869916",3
"ADAMTSL2","0.610234679821786","0.0131061572648641","74.1723930187845","2.8462579922214e-05","no value","no value","2.36620015251603","0.0332108955991665",1
"ADAMTSL3","1.68346976722103","0.0876973378370663","11.7694039270385","1.90621304443986e-18","no value","no value","7.73792543693446","0.000766250615402609",3
"ADAMTSL4","no value","no value","no value","no value","no value","no value","1.01326517802212","0.7679034917824",0
"ADAMTSL5","0.540462148220136","2.88605299787867e-05","0.669981087846185","0.00970029543838701","no value","no value","0.876836183317119","0.0510844786715781",-3
"ADAP1","no value","no value","no value","no value","no value","no value","0.708858828232736","3.51717874664481e-05",-1
"ADAP2","no value","no value","no value","no value","no value","no value","0.965002933180998","0.283524795543424",0
"ADAR","0.768435977602332","0.0222005699766068","1.33151195359615","0.10688576371871","no value","no value","0.989035854160939","0.610721641094218",-1
"ADARB1","0.386110345944664","8.1875094146638e-06","0.506285655637371","0.000507618592932775","no value","no value","1.10178955980317","0.0450062773171618",-1
"ADARB2","0.678112642772087","0.0387824079242935","Inf","4.71111720177798e-10","no value","no value","0.61448113402709","0.000719699627520885",-1
"ADAT1","0.692909552203314","0.0239865343222383","Inf","0.101197725144989","no value","no value","0.95429111083092","0.0790215790472332",-2
"ADAT2","no value","no value","no value","no value","no value","no value","1.12211517895828","0.00268108892265975",1
"ADAT3","no value","no value","no value","no value","no value","no value","0.92447437332406","0.103400654439475",0
"ADC","0.673966308818341","0.0822955823507726","0.635847049155714","0.732420979265969","no value","no value","1.09045731510994","0.629491463067588",-1
"ADCK1","0.717415948015453","0.000281743823764209","1.52968622917124","0.546324523426105","no value","no value","1.05391844632445","0.602769084585332",-1
"ADCK2","0.658321939319711","0.00400319079225797","0.586582459474671","0.702488816995952","no value","no value","0.741378816737243","0.000106017341145095",-2
"ADCK4","0.732316509990465","0.00776498800176924","no value","no value","no value","no value","0.982466950117696","0.293248018202911",-1
"ADCK5","no value","no value","no value","no value","no value","no value","0.710451006078766","0.000409666110652118",-1
"ADCY1","0.42636719644314","0.0104848435721739","2.21838437905373","1.47262503886805e-05","no value","no value","2.67167311361364","0.167274033830872",0
"ADCY10","no value","no value","no value","no value","no value","no value","0.956465789053994","0.116597906441632",0
"ADCY2","0.297135441502852","0.0690180574793976","1.10548099167055","0.644065758284056","no value","no value","1.75761954232238","0.102315666038732",-1
"ADCY3","1.07668039467948","0.000106563563938947","1.02920271373526","0.218841944223181","no value","no value","0.985160853663131","0.508984732989411",1
